CITY NAME>>,<<CITY GMI>>,<<PROVINCE NAME>>,<<PROVINCE GMI>>,<<COUNTRY NAME>>,<<COUNTRY GMI
Dunklin>>,<<USA-MOS069>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS069
Morrison>>,<<USA-MNN097>>,<<Minnesota>>,<<USA-MNN>>,<<United States>>,<<USA>>,<<USA-MNN097
Douglas>>,<<USA-MOS067>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS067
Mower>>,<<USA-MNN099>>,<<Minnesota>>,<<USA-MNN>>,<<United States>>,<<USA>>,<<USA-MNN099
Buchanan>>,<<USA-MOS021>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS021
Limestone>>,<<USA-TEX293>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX293
Liberty>>,<<USA-TEX291>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX291
Lavaca>>,<<USA-TEX285>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX285
La Salle>>,<<USA-TEX283>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX283
Leon>>,<<USA-TEX289>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX289
Boone>>,<<USA-MOS019>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS019
Lee>>,<<USA-TEX287>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX287
Benton>>,<<USA-MOS015>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS015
Bollinger>>,<<USA-MOS017>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS017
Barton>>,<<USA-MOS011>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS011
Bates>>,<<USA-MOS013>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS013
Lampasas>>,<<USA-TEX281>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX281
Kleberg>>,<<USA-TEX273>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX273
Knox>>,<<USA-TEX275>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX275
Lamar>>,<<USA-TEX277>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX277
Barry>>,<<USA-MOS009>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS009
Lamb>>,<<USA-TEX279>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX279
Audrain>>,<<USA-MOS007>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS007
Atchison>>,<<USA-MOS005>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS005
Andrew>>,<<USA-MOS003>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS003
Adair>>,<<USA-MOS001>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS001
Chariton>>,<<USA-MOS041>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS041
Christian>>,<<USA-MOS043>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS043
Carroll>>,<<USA-MOS033>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS033
Carter>>,<<USA-MOS035>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS035
Cass>>,<<USA-MOS037>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS037
Cedar>>,<<USA-MOS039>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS039
Cape Girardeau>>,<<USA-MOS031>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS031
Llano>>,<<USA-TEX299>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX299
Lipscomb>>,<<USA-TEX295>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX295
Live Oak>>,<<USA-TEX297>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX297
Caldwell>>,<<USA-MOS025>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS025
Butler>>,<<USA-MOS023>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS023
Camden>>,<<USA-MOS029>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS029
Callaway>>,<<USA-MOS027>>,<<Missouri>>,<<USA-MOS>>,<<United States>>,<<USA>>,<<USA-MOS027
Ellis>>,<<USA-TEX139>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX139
Strafford>>,<<USA-NHM017>>,<<New Hampshire>>,<<USA-NHM>>,<<United States>>,<<USA>>,<<USA-NHM017
Edwards>>,<<USA-TEX137>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX137
Sullivan>>,<<USA-NHM019>>,<<New Hampshire>>,<<USA-NHM>>,<<United States>>,<<USA>>,<<USA-NHM019
Mason>>,<<USA-WVR053>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR053
Merrimack>>,<<USA-NHM013>>,<<New Hampshire>>,<<USA-NHM>>,<<United States>>,<<USA>>,<<USA-NHM013
Marshall>>,<<USA-WVR051>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR051
Rockingham>>,<<USA-NHM015>>,<<New Hampshire>>,<<USA-NHM>>,<<United States>>,<<USA>>,<<USA-NHM015
Mineral>>,<<USA-WVR057>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR057
Duval>>,<<USA-TEX131>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX131
Mercer>>,<<USA-WVR055>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR055
Hillsborough>>,<<USA-NHM011>>,<<New Hampshire>>,<<USA-NHM>>,<<United States>>,<<USA>>,<<USA-NHM011
Ector>>,<<USA-TEX135>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX135
Eastland>>,<<USA-TEX133>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX133
Mingo>>,<<USA-WVR059>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR059
Nelson>>,<<USA-KEN179>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN179
Muhlenberg>>,<<USA-KEN177>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN177
Morgan>>,<<USA-KEN175>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN175
Montgomery>>,<<USA-KEN173>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN173
Monroe>>,<<USA-KEN171>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN171
Coos>>,<<USA-NHM007>>,<<New Hampshire>>,<<USA-NHM>>,<<United States>>,<<USA>>,<<USA-NHM007
Fayette>>,<<USA-TEX149>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX149
Cheshire>>,<<USA-NHM005>>,<<New Hampshire>>,<<USA-NHM>>,<<United States>>,<<USA>>,<<USA-NHM005
Monongalia>>,<<USA-WVR061>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR061
Carroll>>,<<USA-NHM003>>,<<New Hampshire>>,<<USA-NHM>>,<<United States>>,<<USA>>,<<USA-NHM003
Monroe>>,<<USA-WVR063>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR063
Belknap>>,<<USA-NHM001>>,<<New Hampshire>>,<<USA-NHM>>,<<United States>>,<<USA>>,<<USA-NHM001
Morgan>>,<<USA-WVR065>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR065
El Paso>>,<<USA-TEX141>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX141
Nicholas>>,<<USA-WVR067>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR067
Erath>>,<<USA-TEX143>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX143
Ohio>>,<<USA-WVR069>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR069
Falls>>,<<USA-TEX145>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX145
Fannin>>,<<USA-TEX147>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX147
Metcalfe>>,<<USA-KEN169>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN169
Menifee>>,<<USA-KEN165>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN165
Mercer>>,<<USA-KEN167>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN167
Mason>>,<<USA-KEN161>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN161
Meade>>,<<USA-KEN163>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN163
Grafton>>,<<USA-NHM009>>,<<New Hampshire>>,<<USA-NHM>>,<<United States>>,<<USA>>,<<USA-NHM009
Hardy>>,<<USA-WVR031>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR031
Delta>>,<<USA-TEX119>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX119
Deaf Smith>>,<<USA-TEX117>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX117
Dawson>>,<<USA-TEX115>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX115
Kanawha>>,<<USA-WVR039>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR039
Dallas>>,<<USA-TEX113>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX113
Jefferson>>,<<USA-WVR037>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR037
Dallam>>,<<USA-TEX111>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX111
Jackson>>,<<USA-WVR035>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR035
Harrison>>,<<USA-WVR033>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR033
Pulaski>>,<<USA-KEN199>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN199
Perry>>,<<USA-KEN193>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN193
Pendleton>>,<<USA-KEN191>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN191
Powell>>,<<USA-KEN197>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN197
Pike>>,<<USA-KEN195>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN195
Lewis>>,<<USA-WVR041>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR041
Lincoln>>,<<USA-WVR043>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR043
Dimmit>>,<<USA-TEX127>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX127
Donley>>,<<USA-TEX129>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX129
DeWitt>>,<<USA-TEX123>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX123
Marion>>,<<USA-WVR049>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR049
Dickens>>,<<USA-TEX125>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX125
Logan>>,<<USA-WVR045>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR045
McDowell>>,<<USA-WVR047>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR047
Denton>>,<<USA-TEX121>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX121
Owen>>,<<USA-KEN187>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN187
Owsley>>,<<USA-KEN189>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN189
Nicholas>>,<<USA-KEN181>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN181
Ohio>>,<<USA-KEN183>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN183
Oldham>>,<<USA-KEN185>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN185
Wayne>>,<<USA-WVR099>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR099
Tucker>>,<<USA-WVR093>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR093
Taylor>>,<<USA-WVR091>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR091
Upshur>>,<<USA-WVR097>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR097
Tyler>>,<<USA-WVR095>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR095
Leslie>>,<<USA-KEN131>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN131
Livingston>>,<<USA-KEN139>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN139
Lincoln>>,<<USA-KEN137>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN137
Lewis>>,<<USA-KEN135>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN135
Letcher>>,<<USA-KEN133>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN133
Lee>>,<<USA-KEN129>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN129
Cottle>>,<<USA-TEX101>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX101
Crane>>,<<USA-TEX103>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX103
Crockett>>,<<USA-TEX105>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX105
Crosby>>,<<USA-TEX107>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX107
Culberson>>,<<USA-TEX109>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX109
Laurel>>,<<USA-KEN125>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN125
Lawrence>>,<<USA-KEN127>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN127
Woodford>>,<<USA-ILL203>>,<<Illinois>>,<<USA-ILL>>,<<United States>>,<<USA>>,<<USA-ILL203
Knox>>,<<USA-KEN121>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN121
Winnebago>>,<<USA-ILL201>>,<<Illinois>>,<<USA-ILL>>,<<United States>>,<<USA>>,<<USA-ILL201
Larue>>,<<USA-KEN123>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN123
Putnam>>,<<USA-WVR079>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR079
Preston>>,<<USA-WVR077>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR077
Pocahontas>>,<<USA-WVR075>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR075
Toole>>,<<USA-MNT101>>,<<Montana>>,<<USA-MNT>>,<<United States>>,<<USA>>,<<USA-MNT101
Pleasants>>,<<USA-WVR073>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR073
Treasure>>,<<USA-MNT103>>,<<Montana>>,<<USA-MNT>>,<<United States>>,<<USA>>,<<USA-MNT103
Pendleton>>,<<USA-WVR071>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR071
Wibaux>>,<<USA-MNT109>>,<<Montana>>,<<USA-MNT>>,<<United States>>,<<USA>>,<<USA-MNT109
Magoffin>>,<<USA-KEN153>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN153
Valley>>,<<USA-MNT105>>,<<Montana>>,<<USA-MNT>>,<<United States>>,<<USA>>,<<USA-MNT105
Madison>>,<<USA-KEN151>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN151
Wheatland>>,<<USA-MNT107>>,<<Montana>>,<<USA-MNT>>,<<United States>>,<<USA>>,<<USA-MNT107
Marshall>>,<<USA-KEN157>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN157
Marion>>,<<USA-KEN155>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN155
Martin>>,<<USA-KEN159>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN159
Minnehaha>>,<<USA-SDA099>>,<<South Dakota>>,<<USA-SDA>>,<<United States>>,<<USA>>,<<USA-SDA099
Miner>>,<<USA-SDA097>>,<<South Dakota>>,<<USA-SDA>>,<<United States>>,<<USA>>,<<USA-SDA097
Summers>>,<<USA-WVR089>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR089
Mellette>>,<<USA-SDA095>>,<<South Dakota>>,<<USA-SDA>>,<<United States>>,<<USA>>,<<USA-SDA095
Ritchie>>,<<USA-WVR085>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR085
Roane>>,<<USA-WVR087>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR087
Raleigh>>,<<USA-WVR081>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR081
Randolph>>,<<USA-WVR083>>,<<West Virginia>>,<<USA-WVR>>,<<United States>>,<<USA>>,<<USA-WVR083
Logan>>,<<USA-KEN141>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN141
Lyon>>,<<USA-KEN143>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN143
McCracken>>,<<USA-KEN145>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN145
McCreary>>,<<USA-KEN147>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN147
McLean>>,<<USA-KEN149>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN149
Elk>>,<<USA-KAN049>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN049
Edwards>>,<<USA-KAN047>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN047
Douglas>>,<<USA-KAN045>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN045
Doniphan>>,<<USA-KAN043>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN043
Webster>>,<<USA-GEO307>>,<<Georgia>>,<<USA-GEO>>,<<United States>>,<<USA>>,<<USA-GEO307
Dickinson>>,<<USA-KAN041>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN041
Wayne>>,<<USA-GEO305>>,<<Georgia>>,<<USA-GEO>>,<<United States>>,<<USA>>,<<USA-GEO305
Washington>>,<<USA-GEO303>>,<<Georgia>>,<<USA-GEO>>,<<United States>>,<<USA>>,<<USA-GEO303
Warren>>,<<USA-GEO301>>,<<Georgia>>,<<USA-GEO>>,<<United States>>,<<USA>>,<<USA-GEO301
Wheeler>>,<<USA-GEO309>>,<<Georgia>>,<<USA-GEO>>,<<United States>>,<<USA>>,<<USA-GEO309
Crawford>>,<<USA-KAN037>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN037
Young>>,<<USA-TEX503>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX503
Decatur>>,<<USA-KAN039>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN039
Yoakum>>,<<USA-TEX501>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX501
Zavala>>,<<USA-TEX507>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX507
Comanche>>,<<USA-KAN033>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN033
Zapata>>,<<USA-TEX505>>,<<Texas>>,<<USA-TEX>>,<<United States>>,<<USA>>,<<USA-TEX505
Cowley>>,<<USA-KAN035>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN035
District of Columbia>>,<<USA-DOC001>>,<<District of Columbia>>,<<USA-DOC>>,<<United States>>,<<USA>>,<<USA-DOC001
Wilcox>>,<<USA-GEO315>>,<<Georgia>>,<<USA-GEO>>,<<United States>>,<<USA>>,<<USA-GEO315
Coffey>>,<<USA-KAN031>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN031
Wilkes>>,<<USA-GEO317>>,<<Georgia>>,<<USA-GEO>>,<<United States>>,<<USA>>,<<USA-GEO317
White>>,<<USA-GEO311>>,<<Georgia>>,<<USA-GEO>>,<<United States>>,<<USA>>,<<USA-GEO311
Whitfield>>,<<USA-GEO313>>,<<Georgia>>,<<USA-GEO>>,<<United States>>,<<USA>>,<<USA-GEO313
Yellowstone>>,<<USA-MNT111>>,<<Montana>>,<<USA-MNT>>,<<United States>>,<<USA>>,<<USA-MNT111
Wilkinson>>,<<USA-GEO319>>,<<Georgia>>,<<USA-GEO>>,<<United States>>,<<USA>>,<<USA-GEO319
Grant>>,<<USA-KAN067>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN067
Graham>>,<<USA-KAN065>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN065
Worth>>,<<USA-GEO321>>,<<Georgia>>,<<USA-GEO>>,<<United States>>,<<USA>>,<<USA-GEO321
Gray>>,<<USA-KAN069>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN069
Gove>>,<<USA-KAN063>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN063
Geary>>,<<USA-KAN061>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN061
Finney>>,<<USA-KAN055>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN055
Ford>>,<<USA-KAN057>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN057
Franklin>>,<<USA-KAN059>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN059
Ellis>>,<<USA-KAN051>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN051
Ellsworth>>,<<USA-KAN053>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN053
Jackson>>,<<USA-KAN085>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN085
Hodgeman>>,<<USA-KAN083>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN083
Haskell>>,<<USA-KAN081>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN081
Jewell>>,<<USA-KAN089>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN089
Jefferson>>,<<USA-KAN087>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN087
Colonial Heights>>,<<USA-VRG570>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG570
Greenwood>>,<<USA-KAN073>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN073
Hamilton>>,<<USA-KAN075>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN075
Greeley>>,<<USA-KAN071>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN071
Harper>>,<<USA-KAN077>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN077
Harvey>>,<<USA-KAN079>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN079
Emporia>>,<<USA-VRG595>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG595
Danville>>,<<USA-VRG590>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG590
Johnson>>,<<USA-KAN091>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN091
Antrim>>,<<USA-MCH009>>,<<Michigan>>,<<USA-MCH>>,<<United States>>,<<USA>>,<<USA-MCH009
Kearny>>,<<USA-KAN093>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN093
Alpena>>,<<USA-MCH007>>,<<Michigan>>,<<USA-MCH>>,<<United States>>,<<USA>>,<<USA-MCH007
Kingman>>,<<USA-KAN095>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN095
Allegan>>,<<USA-MCH005>>,<<Michigan>>,<<USA-MCH>>,<<United States>>,<<USA>>,<<USA-MCH005
Kiowa>>,<<USA-KAN097>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN097
Alger>>,<<USA-MCH003>>,<<Michigan>>,<<USA-MCH>>,<<United States>>,<<USA>>,<<USA-MCH003
Labette>>,<<USA-KAN099>>,<<Kansas>>,<<USA-KAN>>,<<United States>>,<<USA>>,<<USA-KAN099
Alcona>>,<<USA-MCH001>>,<<Michigan>>,<<USA-MCH>>,<<United States>>,<<USA>>,<<USA-MCH001
