PREFECTURE NAME>>,<<PREFECTURE GMI>>,<<CITY NAME>>,<<CITY GMI>>,<<PROVINCE NAME>>,<<PROVINCE GMI>>,<<COUNTYR NAME>>,<<PREFECTURE GMI
Randlett>>,<<4003361850>>,<<Cotton County>>,<<USA-OKL033>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4003361850
Rattan>>,<<4012761950>>,<<Pushmataha County>>,<<USA-OKL127>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4012761950
Ravia>>,<<4006962000>>,<<Johnston County>>,<<USA-OKL069>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4006962000
Redbird>>,<<4014562200>>,<<Wagoner County>>,<<USA-OKL145>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4014562200
Red Oak>>,<<4007762550>>,<<Latimer County>>,<<USA-OKL077>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4007762550
Red Rock>>,<<4010362650>>,<<Noble County>>,<<USA-OKL103>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4010362650
Redden>>,<<4000562300>>,<<Atoka County>>,<<USA-OKL005>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4000562300
Reed>>,<<4005562700>>,<<Greer County>>,<<USA-OKL055>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4005562700
Renfrow>>,<<4005362900>>,<<Grant County>>,<<USA-OKL053>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4005362900
Retrop>>,<<4014963000>>,<<Washita County>>,<<USA-OKL149>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4014963000
Reydon>>,<<4012963100>>,<<Roger Mills County>>,<<USA-OKL129>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4012963100
Rhea>>,<<4004363150>>,<<Dewey County>>,<<USA-OKL043>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4004363150
Richards Spur>>,<<4003163200>>,<<Comanche County>>,<<USA-OKL031>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4003163200
Ringling>>,<<4006763350>>,<<Jefferson County>>,<<USA-OKL067>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4006763350
Ringold>>,<<4008963400>>,<<McCurtain County>>,<<USA-OKL089>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4008963400
Ringwood>>,<<4009363450>>,<<Major County>>,<<USA-OKL093>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4009363450
Ripley>>,<<4011963500>>,<<Payne County>>,<<USA-OKL119>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4011963500
Rocky>>,<<4014963700>>,<<Washita County>>,<<USA-OKL149>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4014963700
Roff>>,<<4012363750>>,<<Pontotoc County>>,<<USA-OKL123>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4012363750
Roland>>,<<4013563800>>,<<Sequoyah County>>,<<USA-OKL135>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4013563800
Roll>>,<<4012963850>>,<<Roger Mills County>>,<<USA-OKL129>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4012963850
Roosevelt>>,<<4007563900>>,<<Kiowa County>>,<<USA-OKL075>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4007563900
Rosedale>>,<<4008764000>>,<<McClain County>>,<<USA-OKL087>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4008764000
Rosston>>,<<4005964050>>,<<Harper County>>,<<USA-OKL059>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4005964050
Rufe>>,<<4008964250>>,<<McCurtain County>>,<<USA-OKL089>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4008964250
Rush Springs>>,<<4005164300>>,<<Grady County>>,<<USA-OKL051>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4005164300
Ryan>>,<<4006764600>>,<<Jefferson County>>,<<USA-OKL067>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4006764600
Salina>>,<<4009764950>>,<<Mayes County>>,<<USA-OKL097>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4009764950
Sallisaw>>,<<4013565000>>,<<Sequoyah County>>,<<USA-OKL135>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4013565000
Salt Fork>>,<<4005365050>>,<<Grant County>>,<<USA-OKL053>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4005365050
Sand Creek>>,<<4005365200>>,<<Grant County>>,<<USA-OKL053>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4005365200
Sand Springs>>,<<4014365300>>,<<Tulsa County>>,<<USA-OKL143>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4014365300
Sapulpa>>,<<4003765400>>,<<Creek County>>,<<USA-OKL037>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4003765400
Sasakwa>>,<<4013365500>>,<<Seminole County>>,<<USA-OKL133>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4013365500
Savanna>>,<<4012165600>>,<<Pittsburg County>>,<<USA-OKL121>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4012165600
Sawyer>>,<<4002365650>>,<<Choctaw County>>,<<USA-OKL023>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4002365650
Sayre>>,<<4000965700>>,<<Beckham County>>,<<USA-OKL009>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4000965700
Schulter>>,<<4011165900>>,<<Okmulgee County>>,<<USA-OKL111>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4011165900
Scipio>>,<<4012165950>>,<<Pittsburg County>>,<<USA-OKL121>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4012165950
Seiling>>,<<4004366250>>,<<Dewey County>>,<<USA-OKL043>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4004366250
Selman>>,<<4005966300>>,<<Harper County>>,<<USA-OKL059>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4005966300
Seminole>>,<<4013366360>>,<<Seminole County>>,<<USA-OKL133>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4013366360
Sentinel>>,<<4014966400>>,<<Washita County>>,<<USA-OKL149>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4014966400
Seward>>,<<4008366500>>,<<Logan County>>,<<USA-OKL083>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4008366500
Shamrock>>,<<4003766600>>,<<Creek County>>,<<USA-OKL037>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4003766600
Sharon>>,<<4015366650>>,<<Woodward County>>,<<USA-OKL153>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4015366650
Shattuck>>,<<4004566750>>,<<Ellis County>>,<<USA-OKL045>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4004566750
Shawnee>>,<<4012566800>>,<<Pottawatomie County>>,<<USA-OKL125>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4012566800
Shidler>>,<<4011367200>>,<<Osage County>>,<<USA-OKL113>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4011367200
Silo>>,<<4001367550>>,<<Bryan County>>,<<USA-OKL013>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4001367550
Skedee>>,<<4011767800>>,<<Pawnee County>>,<<USA-OKL117>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4011767800
Skiatook>>,<<4011367850>>,<<Osage County>>,<<USA-OKL113>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4011367850
Slapout>>,<<4000767900>>,<<Beaver County>>,<<USA-OKL007>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4000767900
Slick>>,<<4003768000>>,<<Creek County>>,<<USA-OKL037>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4003768000
Smithville>>,<<4008968250>>,<<McCurtain County>>,<<USA-OKL089>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4008968250
Snyder>>,<<4007568400>>,<<Kiowa County>>,<<USA-OKL075>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4007568400
Soper>>,<<4002368500>>,<<Choctaw County>>,<<USA-OKL023>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4002368500
South Coffeyville>>,<<4010568600>>,<<Nowata County>>,<<USA-OKL105>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4010568600
Southard>>,<<4001168550>>,<<Blaine County>>,<<USA-OKL011>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4001168550
Sparks>>,<<4008168950>>,<<Lincoln County>>,<<USA-OKL081>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4008168950
Spavinaw>>,<<4009769050>>,<<Mayes County>>,<<USA-OKL097>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4009769050
Speer>>,<<4002369100>>,<<Choctaw County>>,<<USA-OKL023>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4002369100
Spencer>>,<<4010969200>>,<<Oklahoma County>>,<<USA-OKL109>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4010969200
Spencerville>>,<<4002369250>>,<<Choctaw County>>,<<USA-OKL023>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4002369250
Sperry>>,<<4014369300>>,<<Tulsa County>>,<<USA-OKL143>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4014369300
Spiro>>,<<4007969350>>,<<Le Flore County>>,<<USA-OKL079>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4007969350
Spring Creek>>,<<4001569425>>,<<Caddo County>>,<<USA-OKL015>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4001569425
Springer>>,<<4001969500>>,<<Carter County>>,<<USA-OKL019>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4001969500
Stafford>>,<<4003969600>>,<<Custer County>>,<<USA-OKL039>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4003969600
Stecker>>,<<4001569950>>,<<Caddo County>>,<<USA-OKL015>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4001569950
Stidham>>,<<4009170200>>,<<McIntosh County>>,<<USA-OKL091>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4009170200
Stigler>>,<<4006170250>>,<<Haskell County>>,<<USA-OKL061>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4006170250
Stillwater>>,<<4011970300>>,<<Payne County>>,<<USA-OKL119>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4011970300
Stilwell>>,<<4000170350>>,<<Adair County>>,<<USA-OKL001>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4000170350
Stonewall>>,<<4012370500>>,<<Pontotoc County>>,<<USA-OKL123>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4012370500
Stratford>>,<<4004970800>>,<<Garvin County>>,<<USA-OKL049>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4004970800
Stringtown>>,<<4000570850>>,<<Atoka County>>,<<USA-OKL005>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4000570850
Strong City>>,<<4012970950>>,<<Roger Mills County>>,<<USA-OKL129>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4012970950
Stroud>>,<<4008171000>>,<<Lincoln County>>,<<USA-OKL081>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4008171000
Stuart>>,<<4006371050>>,<<Hughes County>>,<<USA-OKL063>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4006371050
Sturgis>>,<<4002571100>>,<<Cimarron County>>,<<USA-OKL025>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4002571100
Sugden>>,<<4006771250>>,<<Jefferson County>>,<<USA-OKL067>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4006771250
Sulphur>>,<<4009971350>>,<<Murray County>>,<<USA-OKL099>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4009971350
Summit>>,<<4010171450>>,<<Muskogee County>>,<<USA-OKL101>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4010171450
Sumner>>,<<4010371500>>,<<Noble County>>,<<USA-OKL103>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4010371500
Sunray>>,<<4013771650>>,<<Stephens County>>,<<USA-OKL137>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4013771650
Sweetwater>>,<<4000971900>>,<<Beckham County>>,<<USA-OKL009>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4000971900
Swink>>,<<4002371950>>,<<Choctaw County>>,<<USA-OKL023>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4002371950
Tabler>>,<<4005172000>>,<<Grady County>>,<<USA-OKL051>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4005172000
Taft>>,<<4010172050>>,<<Muskogee County>>,<<USA-OKL101>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4010172050
Tahlequah>>,<<4002172100>>,<<Cherokee County>>,<<USA-OKL021>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4002172100
Talala>>,<<4013172200>>,<<Rogers County>>,<<USA-OKL131>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4013172200
Talihina>>,<<4007972250>>,<<Le Flore County>>,<<USA-OKL079>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4007972250
Taloga>>,<<4004372350>>,<<Dewey County>>,<<USA-OKL043>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4004372350
Tatums>>,<<4001972500>>,<<Carter County>>,<<USA-OKL019>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4001972500
Tecumseh>>,<<4012572650>>,<<Pottawatomie County>>,<<USA-OKL125>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4012572650
Tegarden>>,<<4015172700>>,<<Woods County>>,<<USA-OKL151>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4015172700
Temple>>,<<4003372750>>,<<Cotton County>>,<<USA-OKL033>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4003372750
Terral>>,<<4006772900>>,<<Jefferson County>>,<<USA-OKL067>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4006772900
Texhoma>>,<<4013973100>>,<<Texas County>>,<<USA-OKL139>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4013973100
Texola>>,<<4000973150>>,<<Beckham County>>,<<USA-OKL009>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4000973150
Thackerville>>,<<4008573200>>,<<Love County>>,<<USA-OKL085>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4008573200
The Village>>,<<4010973250>>,<<Oklahoma County>>,<<USA-OKL109>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4010973250
Thomas>>,<<4003973450>>,<<Custer County>>,<<USA-OKL039>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4003973450
Tipton>>,<<4014173850>>,<<Tillman County>>,<<USA-OKL141>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4014173850
Tishomingo>>,<<4006973900>>,<<Johnston County>>,<<USA-OKL069>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4006973900
Tom>>,<<4008974050>>,<<McCurtain County>>,<<USA-OKL089>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4008974050
Tonkawa>>,<<4007174155>>,<<Kay County>>,<<USA-OKL071>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4007174155
Trail>>,<<4004374325>>,<<Dewey County>>,<<USA-OKL043>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4004374325
Tribbey>>,<<4012574400>>,<<Pottawatomie County>>,<<USA-OKL125>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4012574400
Tryon>>,<<4008174550>>,<<Lincoln County>>,<<USA-OKL081>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4008174550
Tucker>>,<<4007974600>>,<<Le Flore County>>,<<USA-OKL079>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4007974600
Tullahassee>>,<<4014574650>>,<<Wagoner County>>,<<USA-OKL145>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4014574650
Tulsa>>,<<4014375000>>,<<Tulsa County>>,<<USA-OKL143>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4014375000
Tupelo>>,<<4002975050>>,<<Coal County>>,<<USA-OKL029>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4002975050
Turley>>,<<4014375150>>,<<Tulsa County>>,<<USA-OKL143>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4014375150
Turpin>>,<<4000775200>>,<<Beaver County>>,<<USA-OKL007>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4000775200
Tushka>>,<<4000575250>>,<<Atoka County>>,<<USA-OKL005>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4000575250
Tuskahoma>>,<<4012775300>>,<<Pushmataha County>>,<<USA-OKL127>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4012775300
Tuttle>>,<<4005175450>>,<<Grady County>>,<<USA-OKL051>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4005175450
Tyrone>>,<<4013975750>>,<<Texas County>>,<<USA-OKL139>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4013975750
Uncas>>,<<4007175800>>,<<Kay County>>,<<USA-OKL071>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4007175800
Union City>>,<<4001775950>>,<<Canadian County>>,<<USA-OKL017>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4001775950
Valliant>>,<<4008976650>>,<<McCurtain County>>,<<USA-OKL089>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4008976650
Vanoss>>,<<4012376850>>,<<Pontotoc County>>,<<USA-OKL123>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4012376850
Velma>>,<<4013776900>>,<<Stephens County>>,<<USA-OKL137>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4013776900
Vera>>,<<4014776950>>,<<Washington County>>,<<USA-OKL147>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4014776950
Vian>>,<<4013577250>>,<<Sequoyah County>>,<<USA-OKL135>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4013577250
Vici>>,<<4004377300>>,<<Dewey County>>,<<USA-OKL043>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4004377300
Vinita>>,<<4003577550>>,<<Craig County>>,<<USA-OKL035>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4003577550
Vinson>>,<<4005777600>>,<<Harmon County>>,<<USA-OKL057>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4005777600
Wagoner>>,<<4014577850>>,<<Wagoner County>>,<<USA-OKL145>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4014577850
Wainwright>>,<<4010177900>>,<<Muskogee County>>,<<USA-OKL101>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4010177900
Wakita>>,<<4005377950>>,<<Grant County>>,<<USA-OKL053>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4005377950
Walters>>,<<4003378150>>,<<Cotton County>>,<<USA-OKL033>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4003378150
Wanette>>,<<4012578200>>,<<Pottawatomie County>>,<<USA-OKL125>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4012578200
Wann>>,<<4010578250>>,<<Nowata County>>,<<USA-OKL105>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4010578250
Wapanucka>>,<<4006978300>>,<<Johnston County>>,<<USA-OKL069>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4006978300
Warner>>,<<4010178400>>,<<Muskogee County>>,<<USA-OKL101>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4010178400
Warr Acres>>,<<4010978500>>,<<Oklahoma County>>,<<USA-OKL109>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4010978500
Washington>>,<<4008778700>>,<<McClain County>>,<<USA-OKL087>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4008778700
Watonga>>,<<4001178950>>,<<Blaine County>>,<<USA-OKL011>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4001178950
Watova>>,<<4010579000>>,<<Nowata County>>,<<USA-OKL105>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4010579000
Watts>>,<<4000179100>>,<<Adair County>>,<<USA-OKL001>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4000179100
Waukomis>>,<<4004779200>>,<<Garfield County>>,<<USA-OKL047>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4004779200
Waurika>>,<<4006779250>>,<<Jefferson County>>,<<USA-OKL067>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4006779250
Wayne>>,<<4008779300>>,<<McClain County>>,<<USA-OKL087>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4008779300
Waynoka>>,<<4015179350>>,<<Woods County>>,<<USA-OKL151>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4015179350
Weatherford>>,<<4003979450>>,<<Custer County>>,<<USA-OKL039>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4003979450
Weathers>>,<<4012179500>>,<<Pittsburg County>>,<<USA-OKL121>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4012179500
Webb City>>,<<4011379600>>,<<Osage County>>,<<USA-OKL113>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4011379600
Webbers Falls>>,<<4010179650>>,<<Muskogee County>>,<<USA-OKL101>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4010179650
Welch>>,<<4003579750>>,<<Craig County>>,<<USA-OKL035>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4003579750
Weleetka>>,<<4010779800>>,<<Okfuskee County>>,<<USA-OKL107>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4010779800
Wellston>>,<<4008179900>>,<<Lincoln County>>,<<USA-OKL081>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4008179900
Welty>>,<<4010780000>>,<<Okfuskee County>>,<<USA-OKL107>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4010780000
Westville>>,<<4000180450>>,<<Adair County>>,<<USA-OKL001>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4000180450
Wetumka>>,<<4006380500>>,<<Hughes County>>,<<USA-OKL063>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4006380500
Wewoka>>,<<4013380550>>,<<Seminole County>>,<<USA-OKL133>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4013380550
Wheeless>>,<<4002580650>>,<<Cimarron County>>,<<USA-OKL025>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4002580650
White Bead>>,<<4004980700>>,<<Garvin County>>,<<USA-OKL049>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4004980700
Whitesboro>>,<<4007980900>>,<<Le Flore County>>,<<USA-OKL079>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4007980900
Wilburton>>,<<4007781000>>,<<Latimer County>>,<<USA-OKL077>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4007781000
Willow>>,<<4005581300>>,<<Greer County>>,<<USA-OKL055>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4005581300
Wilson>>,<<4001981500>>,<<Carter County>>,<<USA-OKL019>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4001981500
Wister>>,<<4007981750>>,<<Le Flore County>>,<<USA-OKL079>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4007981750
Woodward>>,<<4015382150>>,<<Woodward County>>,<<USA-OKL153>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4015382150
Wyandotte>>,<<4011582250>>,<<Ottawa County>>,<<USA-OKL115>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4011582250
Wynnewood>>,<<4004982400>>,<<Garvin County>>,<<USA-OKL049>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4004982400
Wynona>>,<<4011382450>>,<<Osage County>>,<<USA-OKL113>>,<<Oklahoma>>,<<USA-OKL>>,<<United States>>,<<USA>>,<<4011382450
